数值,数量
0.054386623,1
0.054386728,1
0.054386836,1
0.054387037,1
0.054387823,1
0.05438886,1
0.054389007,1
0.054389734,1
0.054389793,1
0.054389838,1
0.054389942,1
0.054390516,1
0.054392017,2
0.054392796,1
0.054393053,1
0.054394353,1
0.05439451,1
0.054394558,1
0.054395646,1
0.054395698,1
0.05439591,1
0.054396223,1
0.05439648,1
0.054396685,1
0.054396894,1
0.054397207,1
0.05439746,1
0.05439767,1
0.054400418,1
0.054400943,2
0.054401718,1
0.05440182,1
0.05440187,2
0.054402545,1
0.0544027,1
0.054403014,1
0.054404054,1
0.054404728,1
0.054404777,1
0.054405402,1
0.05440545,1
0.054405503,1
0.054405715,2
0.054406125,1
0.054406337,1
0.054406542,1
0.0544067,1
0.05440794,1
0.054409083,1
0.054409396,1
0.0544096,1
0.054410174,1
0.054410223,1
0.05441038,1
0.054411262,1
0.054411314,1
0.054411676,1
0.054413024,1
0.054413076,1
0.05441401,1
0.054414324,1
0.054414634,1
0.05441505,1
0.054415412,1
0.05441572,2
0.054416247,1
0.0544179,1
0.054418318,1
0.054418422,1
0.054419927,1
0.054420445,1
0.0544206,1
0.054421324,1
0.054422002,1
0.054422103,2
0.054422416,1
0.054422624,1
0.054422677,1
0.054422777,1
0.05442309,1
0.05442356,1
0.054424074,1
0.05442449,1
0.05442579,1
0.054426048,1
0.0544261,1
0.054426204,1
0.054427553,1
0.054427657,1
0.05442802,1
0.05442849,1
0.05442994,1
0.054430515,1
0.05443062,1
0.05443082,1
0.054432224,1
0.05443352,1
0.054433834,1
0.054437466,2
0.054437675,1
0.05443778,1
0.054437887,1
0.054437988,1
0.05443804,1
0.0544384,1
0.0544385,1
0.054438766,2
0.05443913,1
0.054439284,1
0.054439906,1
0.05444012,1
0.05444053,1
0.054440893,1
0.054441467,1
0.054442447,1
0.054443646,1
0.0544438,1
0.05444406,1
0.05444416,1
0.054444373,1
0.05444494,2
0.054444995,1
0.054445777,1
0.05444629,1
0.054447018,1
0.05444743,1
0.054447744,1
0.054447792,1
0.05444842,1
0.054448523,1
0.05445065,1
0.054451488,1
0.054452572,1
0.054452676,1
0.05445273,1
0.05445289,1
0.054453503,1
0.054453664,1
0.054453716,1
0.054453768,1
0.054454233,1
0.05445429,1
0.05445512,1
0.05445647,1
0.05445662,1
0.054456986,1
0.0544573,1
0.054458078,1
0.05445844,1
0.05445849,1
0.054458544,1
0.054458592,1
0.054458804,1
0.054459017,1
0.05445948,1
0.054459684,1
0.05445979,1
0.054460153,1
0.05446031,1
0.05446166,1
0.054461975,1
0.054462284,1
0.05446301,1
0.054463845,1
0.054463893,1
0.054464206,1
0.05446452,1
0.05446467,1
0.054464832,1
0.054465085,1
0.0544654,1
0.05446571,1
0.054465763,1
0.05446581,1
0.054466285,1
0.05446727,1
0.05446768,1
0.05446784,1
0.054468308,1
0.054469295,1
0.054469347,1
0.0544694,1
0.054469656,2
0.054470647,1
0.054471113,1
0.054471377,1
0.054471426,1
0.05447158,2
0.05447174,1
0.054472256,1
0.054473914,1
0.054474127,1
0.05447459,1
0.05447506,1
0.05447558,1
0.054476254,1
0.05447646,1
0.05447651,1
0.05447677,1
0.054477602,1
0.054478176,1
0.054478437,1
0.05447849,1
0.05447906,1
0.054479107,1
0.054479163,1
0.054479733,1
0.05448046,1
0.05448051,1
0.05448062,1
0.054480776,1
0.054481186,1
0.0544814,1
0.054481763,1
0.05448249,1
0.054483056,1
0.054483216,1
0.054484513,1
0.054484565,1
0.054484725,1
0.054484826,1
0.05448503,1
0.054485448,1
0.054485608,1
0.05448607,1
0.054486435,2
0.054486647,1
0.054486956,2
0.05448716,1
0.054487266,1
0.05448768,1
0.05448784,1
0.054487992,1
0.054488614,1
0.054488983,1
0.054489084,1
0.054489188,1
0.054489244,1
0.054489657,1
0.05448997,1
0.054490123,1
0.054490536,1
0.05449122,1
0.054491423,1
0.05449163,1
0.054492984,1
0.054493602,1
0.05449438,1
0.05449511,1
0.054495215,1
0.054495998,1
0.054496102,1
0.054496203,1
0.054496568,1
0.05449714,2
0.054497242,1
0.05449766,1
0.054498855,1
0.05449906,1
0.05449937,1
0.054500412,1
0.054500673,1
0.054500986,1
0.05450129,1
0.0545014,1
0.054502178,1
0.054502435,1
0.054502547,1
0.0545027,1
0.05450301,1
0.054503478,1
0.05450389,1
0.05450462,1
0.054505035,1
0.054505296,1
0.054505922,1
0.0545081,1
0.054508466,1
0.054511428,1
0.054511845,1
0.05451211,1
0.054513197,1
0.0545133,1
0.054513767,1
0.05451387,1
0.05451403,1
0.05451465,1
0.054514915,1
0.05451512,1
0.054515224,1
0.054515745,1
0.05451689,1
0.054518234,1
0.054518603,1
0.054519124,1
0.054519225,1
0.05451933,1
0.054520685,2
0.05452089,1
0.054521356,2
0.05452141,1
0.054521568,1
0.05452193,1
0.0545224,1
0.0545225,1
0.054522812,1
0.054523595,1
0.05452385,1
0.054526247,1
0.05452661,1
0.05452666,1
0.05452723,1
0.054527804,1
0.05452791,1
0.05452822,1
0.05452874,1
0.054529104,1
0.054529365,1
0.054529417,1
0.0545304,2
0.054530926,1
0.05453108,1
0.054531183,1
0.054531544,1
0.054532483,1
0.0545329,1
0.054533005,1
0.054533314,1
0.05453363,1
0.05453394,1
0.054534048,1
0.05453477,1
0.054535657,1
0.054535814,1
0.054537106,1
0.054537218,1
0.054537944,1
0.054538414,2
0.05453852,1
0.054538775,1
0.054538935,1
0.0545395,2
0.05453966,1
0.054539766,1
0.05454065,1
0.05454081,1
0.054540854,1
0.05454096,1
0.054541692,1
0.054544184,1
0.054544237,1
0.05454465,1
0.05454491,1
0.054545432,1
0.054545693,1
0.05454611,1
0.054546475,1
0.054546576,1
0.054546837,1
0.054547977,1
0.054548137,1
0.054548707,1
0.054549336,1
0.054550897,1
0.05455188,2
0.054551985,1
0.054552294,1
0.054552816,2
0.054552868,1
0.054553133,1
0.054553963,1
0.05455469,1
0.054555472,1
0.054556355,1
0.05455646,1
0.05455739,2
0.05455745,1
0.054557502,1
0.054557603,1
0.054557707,1
0.05455812,1
0.054558385,1
0.054558802,1
0.05455911,1
0.054559216,1
0.05455979,1
0.054559994,1
0.054560203,1
0.05456031,2
0.05456062,1
0.05456073,1
0.054560877,1
0.054561246,1
0.054561503,1
0.054561663,1
0.054561973,1
0.054562233,1
0.054562747,1
0.054563172,1
0.05456343,1
0.054563947,1
0.054564003,1
0.054564472,2
0.05456572,1
0.054565925,2
0.05456686,1
0.054566916,1
0.05456702,1
0.054567073,1
0.054567277,1
0.054567385,1
0.054567438,1
0.054569356,1
0.054569412,1
0.05456962,1
0.054569673,1
0.0545703,1
0.054571237,1
0.054571386,1
0.054571804,1
0.054572586,1
0.05457363,1
0.054573733,1
0.054574147,2
0.0545742,1
0.054574512,1
0.054575346,1
0.054575656,1
0.054575816,1
0.05457623,2
0.054576594,1
0.054576803,1
0.05457696,1
0.05457706,1
0.05457743,2
0.05457748,1
0.054578364,1
0.054579247,1
0.05458013,1
0.054580756,1
0.054580808,1
0.054581065,1
0.054581117,1
0.054581225,1
0.054581795,1
0.054582424,1
0.054582477,1
0.054582633,1
0.054582994,2
0.05458336,1
0.054583665,1
0.054584347,1
0.05458518,1
0.054585543,1
0.05458622,1
0.054586433,1
0.05458653,1
0.05458711,1
0.054587517,1
0.054588664,1
0.054588825,1
0.054588877,1
0.054589342,1
0.05458955,1
0.054589763,1
0.05459002,1
0.05459018,1
0.054590434,1
0.05459137,1
0.05459179,1
0.054591898,1
0.054592885,1
0.054593246,1
0.054593872,1
0.05459398,1
0.05459408,1
0.054594394,1
0.054594446,1
0.054594498,1
0.054595385,1
0.054595485,1
0.054595537,1
0.054596473,1
0.05459679,1
0.05459694,1
0.05459736,1
0.054598507,1
0.05459877,1
0.054599024,1
0.054599755,1
0.054600067,2
0.05460017,1
0.054600276,1
0.054600846,1
0.054601107,1
0.054602146,1
0.054602258,1
0.054602306,1
0.054603033,1
0.05460309,1
0.054603245,1
0.054604445,1
0.05460475,1
0.05460522,1
0.05460595,1
0.054606467,1
0.05460652,1
0.054606628,1
0.054606836,1
0.054607045,1
0.05460715,1
0.05460777,1
0.054608606,1
0.054608654,1
0.054608867,1
0.054609235,1
0.054609437,2
0.05460954,2
0.054609906,1
0.05461012,1
0.05461017,1
0.054610375,1
0.054610424,1
0.05461069,1
0.05461074,2
0.054611575,1
0.054611992,1
0.054612357,1
0.05461251,1
0.054612774,1
0.05461303,1
0.054613132,1
0.054613292,1
0.05461345,1
0.05461376,1
0.054616623,2
0.05461704,1
0.0546172,1
0.054617353,1
0.054617405,1
0.054617874,1
0.054617923,1
0.054617975,1
0.054618344,1
0.05461861,1
0.05461902,1
0.05461933,3
0.054619648,1
0.05461991,1
0.05462043,1
0.054620948,1
0.05462105,1
0.054622147,1
0.05462256,2
0.054622613,1
0.054622717,1
0.054624125,1
0.05462444,1
0.054624643,1
0.05462506,1
0.05462616,1
0.05462636,1
0.054626413,1
0.054627147,1
0.0546272,1
0.054627717,1
0.05462777,1
0.054628033,1
0.05462839,1
0.054628707,1
0.054629855,1
0.054630373,1
0.054630633,1
0.0546323,1
0.054632455,1
0.054632563,1
0.054633133,1
0.054633237,1
0.05463334,1
0.054633502,1
0.054633554,1
0.05463376,1
0.054634225,1
0.05463475,1
0.054634906,1
0.05463511,1
0.05463527,2
0.054635428,1
0.054635532,1
0.054636158,1
0.05463652,1
0.05463668,1
0.054636884,1
0.054636937,1
0.054637406,1
0.054637723,1
0.054638345,1
0.05463892,1
0.054639332,1
0.054639492,1
0.054639697,1
0.054641,1
0.054641213,1
0.05464173,1
0.054642092,2
0.054642152,1
0.05464298,1
0.054643087,2
0.054643445,1
0.05464444,1
0.0546447,1
0.054645482,3
0.054645535,1
0.054646786,1
0.05464746,1
0.05464767,1
0.054648243,1
0.054648764,1
0.054649025,1
0.054649338,1
0.054649703,1
0.054649755,2
0.054651212,1
0.054651264,1
0.054651633,1
0.054651786,1
0.054651838,1
0.054652046,1
0.054652303,1
0.054652568,1
0.054652937,1
0.05465319,1
0.054653663,1
0.054653876,1
0.054654025,1
0.05465418,1
0.054654498,1
0.05465455,1
0.054654602,1
0.05465491,1
0.05465559,1
0.054655798,1
0.054656688,1
0.05465684,1
0.054657105,1
0.054657627,2
0.05465768,1
0.054657985,1
0.054658353,1
0.054658566,1
0.05465903,1
0.054659188,1
0.054660022,1
0.054660853,1
0.054661065,1
0.054663148,1
0.054663308,1
0.05466356,1
0.054664347,1
0.054664657,1
0.054665286,1
0.054665543,1
0.054666642,1
0.054667164,1
0.054667264,1
0.054667473,2
0.054667633,1
0.054667942,1
0.054667994,1
0.054668777,1
0.05466904,1
0.05466914,1
0.0546693,1
0.05466982,1
0.054669924,2
0.054670706,1
0.05467091,1
0.05467097,1
0.054671645,1
0.05467175,1
0.05467201,1
0.05467232,1
0.054672737,1
0.05467279,2
0.05467305,1
0.05467326,1
0.054673627,1
0.054674357,1
0.05467441,1
0.05467477,1
0.054674927,1
0.0546754,1
0.054675918,2
0.054676596,1
0.05467696,2
0.054677118,1
0.054677688,2
0.054677796,1
0.0546779,1
0.05467837,1
0.054679465,1
0.054679565,1
0.05468077,1
0.05468113,1
0.054681964,1
0.05468327,1
0.05468353,1
0.05468369,1
0.05468577,2
0.05468619,1
0.054686293,1
0.054686345,1
0.054687705,1
0.05468812,1
0.054688223,2
0.05468848,1
0.054688696,1
0.054690413,1
0.054690573,1
0.05469078,2
0.054691035,1
0.0546913,1
0.05469229,1
0.054692965,1
0.05469422,1
0.05469443,1
0.054694843,1
0.054694895,1
0.054695055,1
0.054695264,1
0.05469542,1
0.054695472,1
0.054695632,1
0.054696307,1
0.054696623,1
0.05469667,1
0.05469714,1
0.05469761,1
0.054698084,1
0.054698963,1
0.054699384,1
0.054699697,1
0.054700118,1
0.05470058,1
0.054700688,1
0.05470074,1
0.054701366,1
0.05470152,1
0.054702256,1
0.054702353,1
0.05470267,2
0.054702878,1
0.054703344,1
0.054704078,1
0.05470434,1
0.05470444,1
0.05470449,1
0.05470512,2
0.054705277,2
0.05470533,1
0.054705586,1
0.05470564,2
0.05470585,1
0.05470606,1
0.0547071,2
0.05470715,1
0.054707415,1
0.05470752,1
0.05470804,1
0.054709133,1
0.054709185,1
0.05471117,1
0.054711796,1
0.054712374,1
0.054713774,1
0.054713827,1
0.05471399,1
0.054714717,1
0.054715555,1
0.054715864,1
0.054716025,1
0.054716077,1
0.05471712,1
0.054717224,1
0.054717276,1
0.054717693,2
0.05471889,1
0.054719158,1
0.054719727,1
0.054719884,1
0.0547216,2
0.05472218,1
0.054722697,1
0.05472275,2
0.054723065,1
0.05472327,1
0.05472343,1
0.054723483,1
0.054723587,1
0.054723904,1
0.054723956,1
0.05472426,1
0.054724947,1
0.054725204,1
0.054725677,1
0.054725993,1
0.054726247,1
0.05472635,1
0.054726772,1
0.05472886,1
0.05473027,1
0.05473032,1
0.05473157,1
0.054731935,1
0.054732513,1
0.05473324,1
0.05473376,2
0.054734077,1
0.05473418,2
0.054734387,1
0.0547345,1
0.054735277,1
0.05473559,1
0.054736003,1
0.054736476,1
0.054736633,1
0.054736737,1
0.05473679,1
0.054737367,1
0.054737568,1
0.05473888,1
0.05473893,1
0.054739352,2
0.054740287,1
0.05474159,1
0.05474217,1
0.054742478,1
0.05474311,1
0.05474363,1
0.05474368,1
0.05474389,1
0.0547441,1
0.054745037,1
0.054745138,2
0.054745402,1
0.05474561,1
0.05474598,1
0.054746337,1
0.05474645,1
0.054746553,1
0.05474676,1
0.054746863,1
0.054746922,1
0.054747332,1
0.054747384,1
0.05474895,1
0.05474916,1
0.054749526,1
0.054750364,1
0.05475062,2
0.05475104,1
0.054753233,1
0.05475355,1
0.054754585,1
0.054755323,1
0.054755844,1
0.054756053,1
0.054756317,1
0.054756727,1
0.054757304,1
0.05475746,1
0.054757513,1
0.054757826,1
0.054757986,2
0.054758396,1
0.054758817,1
0.054759134,1
0.054759186,1
0.05475929,1
0.054759443,1
0.054759547,1
0.0547596,1
0.05476138,1
0.05476143,1
0.054762263,1
0.054762315,1
0.05476258,1
0.054763205,1
0.054763258,1
0.054764353,1
0.05476456,1
0.054764666,1
0.054765504,1
0.05476623,2
0.054766387,1
0.054767277,1
0.054767594,2
0.054767802,1
0.054768115,1
0.05476827,1
0.054768477,1
0.05476905,1
0.054769102,1
0.054769367,1
0.05476942,2
0.054770414,1
0.054770622,1
0.054771453,2
0.054771565,1
0.054771923,1
0.054773495,1
0.0547737,1
0.054773748,1
0.05477407,1
0.05477412,2
0.05477469,1
0.054774743,2
0.05477579,1
0.054775894,1
0.054776102,1
0.054776676,1
0.054777045,1
0.054777615,1
0.054777823,1
0.05477814,1
0.054778557,1
0.054779496,1
0.054780807,1
0.05478127,1
0.05478221,1
0.054782737,2
0.054784305,1
0.054784358,1
0.05478441,1
0.054784566,1
0.054784823,1
0.054784883,1
0.054785345,1
0.054785714,1
0.054785922,1
0.05478634,1
0.05478639,1
0.054786496,1
0.054787017,2
0.05478723,1
0.05478744,1
0.05478775,1
0.054787807,1
0.054787856,1
0.054788064,1
0.054788273,1
0.054788325,1
0.054789007,1
0.054789424,2
0.05478994,1
0.05479057,1
0.054790836,1
0.05479099,1
0.054791354,1
0.05479266,1
0.054793186,1
0.054793548,1
0.054793917,1
0.054794177,1
0.05479449,1
0.05479512,2
0.054795276,1
0.054796107,1
0.05479627,1
0.054796524,1
0.054796793,1
0.054796997,1
0.0547971,1
0.05479726,1
0.054797884,1
0.054798044,1
0.0547982,1
0.054798722,1
0.054799348,1
0.0547994,1
0.054800656,1
0.054800864,1
0.05480149,1
0.054801542,1
0.054802068,1
0.054802693,1
0.054803688,1
0.05480374,1
0.05480421,1
0.054804735,1
0.054804992,1
0.05480504,1
0.05480609,1
0.05480619,1
0.05480646,1
0.05480677,1
0.054807447,1
0.054807603,2
0.054808177,1
0.054808598,1
0.05481006,1
0.054810118,2
0.054811373,1
0.05481236,1
0.054812465,1
0.054813143,1
0.054813195,1
0.054813407,1
0.05481346,1
0.054813508,1
0.054814294,1
0.054814346,1
0.05481466,1
0.054814763,1
0.054814816,1
0.054816645,1
0.0548168,1
0.054817118,1
0.054817274,1
0.054817323,1
0.054817375,3
0.054817643,1
0.05481863,1
0.054819155,1
0.054819472,1
0.05481963,1
0.05481968,1
0.05482015,1
0.054820407,1
0.054820728,1
0.05482099,1
0.054821085,1
0.054821137,1
0.054822084,1
0.054822497,1
0.05482261,1
0.054822765,1
0.054824017,1
0.054824382,1
0.05482475,1
0.054824855,1
0.054825008,1
0.054825112,1
0.054825377,1
0.054825846,1
0.0548259,1
0.05482595,1
0.054826684,1
0.05482694,1
0.054827362,1
0.05482752,1
0.05482768,1
0.054827884,1
0.05482804,2
0.054829035,1
0.054829348,1
0.054829504,1
0.054829974,1
0.054830078,1
0.05483013,1
0.054830182,1
0.05483086,1
0.054831285,2
0.0548328,1
0.054832958,3
0.054833166,1
0.05483322,1
0.05483374,2
0.054834053,1
0.05483484,1
0.054835778,1
0.054836456,1
0.054836508,1
0.05483735,1
0.054837506,1
0.05483792,1
0.054838236,1
0.05483829,2
0.054839127,1
0.0548397,1
0.054840483,1
0.054841325,1
0.05484143,1
0.05484179,2
0.054841954,1
0.054842263,1
0.054842368,2
0.05484252,1
0.054842737,1
0.05484315,1
0.05484357,2
0.05484388,1
0.054844093,1
0.05484425,1
0.054844458,2
0.054844875,1
0.054844927,2
0.054845247,2
0.0548453,1
0.054845456,1
0.054845765,1
0.05484629,1
0.054846495,1
0.05484676,1
0.05484702,1
0.054847177,1
0.054847598,1
0.05484775,1
0.054847855,1
0.05484864,1
0.054848902,1
0.054849535,1
0.05484979,1
0.054850057,1
0.05485199,1
0.05485283,1
0.05485319,1
0.054853506,1
0.054853767,1
0.05485455,1
0.054854814,1
0.05485497,1
0.054855075,1
0.05485591,1
0.05485602,2
0.054856125,1
0.05485654,1
0.05485675,1
0.054856908,1
0.054857064,1
0.054857325,1
0.054857377,1
0.054857846,1
0.05485895,1
0.05485926,1
0.054859366,1
0.054859575,1
0.054859992,1
0.0548602,1
0.054860983,1
0.05486119,3
0.054862347,1
0.05486271,1
0.05486287,1
0.054863025,1
0.054863337,1
0.054864068,1
0.054864127,1
0.05486554,1
0.054865696,1
0.0548659,1
0.05486622,1
0.054866325,1
0.05486643,1
0.054866534,1
0.054867733,1
0.054867785,1
0.054867942,1
0.054868832,1
0.054868933,1
0.054868992,1
0.054869514,1
0.054870296,1
0.054870665,2
0.054871347,1
0.054871656,2
0.054871816,1
0.054872233,1
0.054872286,1
0.054872707,1
0.054872863,1
0.05487291,1
0.054873332,1
0.054873385,1
0.05487391,1
0.054873962,1
0.054874066,1
0.05487459,2
0.054875374,1
0.05487579,1
0.054875843,1
0.054876056,1
0.05487621,1
0.054877255,1
0.054877307,1
0.05487804,1
0.054878302,1
0.054878354,1
0.054878563,1
0.054879088,1
0.054879192,1
0.054880235,2
0.0548804,1
0.054880608,1
0.054881494,1
0.05488238,1
0.054883115,2
0.054883327,1
0.054883745,1
0.054883905,1
0.05488401,1
0.05488474,1
0.054884844,1
0.05488521,1
0.054885317,1
0.05488563,2
0.054885678,1
0.054885834,1
0.05488605,1
0.054886155,1
0.054886363,1
0.054886725,1
0.054887407,1
0.054887827,1
0.05488814,1
0.05488825,1
0.05488955,1
0.054890286,1
0.054890443,1
0.05489065,1
0.054890808,1
0.054891285,1
0.054891437,1
0.054892853,1
0.05489374,1
0.054893844,2
0.054894,1
0.054894473,1
0.054894526,1
0.054894894,1
0.05489505,2
0.054895204,1
0.054895308,1
0.054895464,1
0.054895516,1
0.05489625,1
0.0548973,1
0.054897826,1
0.05489788,1
0.054898083,1
0.054898188,1
0.0548985,1
0.054898664,1
0.054899078,1
0.05489955,1
0.054899707,1
0.054900024,1
0.054900493,1
0.054900963,3
0.05490112,1
0.054901753,1
0.054902326,1
0.05490332,1
0.054903373,1
0.054903686,1
0.054904312,1
0.05490468,1
0.054905366,1
0.054905575,1
0.054905884,1
0.05490641,1
0.054906882,1
0.054906934,1
0.054907247,2
0.054908402,1
0.054908816,1
0.05490997,1
0.054910913,1
0.054911017,1
0.05491112,1
0.054911435,1
0.0549118,1
0.054911852,1
0.054911956,1
0.05491301,1
0.054913167,1
0.05491322,1
0.054913685,1
0.054913845,1
0.05491458,1
0.054914735,1
0.0549152,1
0.054915253,1
0.0549162,1
0.054916408,1
0.05491699,1
0.054917037,2
0.054917194,1
0.054917667,1
0.054918505,1
0.05491861,1
0.054918714,1
0.054918766,2
0.054919448,1
0.054919604,1
0.054920074,1
0.054920282,2
0.05492049,1
0.05492091,1
0.054920964,1
0.05492222,1
0.054922484,1
0.05492259,1
0.054923113,1
0.05492353,1
0.0549239,1
0.054924212,1
0.05492437,1
0.05492442,1
0.054924525,1
0.054924734,1
0.054925364,1
0.054925885,1
0.05492604,1
0.05492693,1
0.054927148,1
0.054927252,1
0.05492756,1
0.054927718,1
0.054928504,1
0.054929134,1
0.054929443,1
0.054931596,1
0.054931648,1
0.054932017,1
0.054932225,1
0.05493238,1
0.054932587,1
0.054932907,1
0.05493301,1
0.054933116,1
0.054933373,1
0.054933693,1
0.05493385,1
0.05493406,1
0.05493411,1
0.054934315,2
0.05493448,1
0.054934844,2
0.05493547,1
0.054936152,1
0.054937094,1
0.05493725,1
0.054937407,1
0.05493778,2
0.054938402,1
0.05493903,1
0.05493924,1
0.05493935,2
0.054940447,1
0.0549405,1
0.054941077,1
0.054942124,1
0.054942384,1
0.054942437,1
0.05494249,1
0.054942653,2
0.05494291,1
0.054943327,1
0.05494344,1
0.054943748,1
0.054943852,1
0.05494406,1
0.05494433,1
0.054944538,1
0.05494522,1
0.054945376,1
0.05494632,1
0.054946423,1
0.05494705,1
0.054947153,1
0.05494731,1
0.054947678,1
0.054947887,2
0.05494825,1
0.05494857,1
0.054948777,1
0.05494888,1
0.054948986,1
0.054949615,1
0.05494972,1
0.054950297,1
0.05495061,1
0.054950662,1
0.054951087,1
0.054951344,1
0.054951813,1
0.054951925,2
0.05495234,2
0.054952867,1
0.05495292,1
0.054953076,3
0.05495349,1
0.0549536,1
0.05495381,1
0.054953914,1
0.05495417,1
0.054954223,2
0.05495496,1
0.054955013,1
0.0549558,1
0.054956004,1
0.05495611,1
0.054956168,1
0.054956898,1
0.05495706,1
0.05495711,1
0.054957215,2
0.054957267,1
0.054957684,1
0.05495826,1
0.05495879,1
0.05495889,1
0.0549591,1
0.054959204,1
0.05495957,1
0.054959733,1
0.05495999,1
0.0549602,1
0.05496052,1
0.054960676,1
0.054961298,1
0.05496135,1
0.054961514,1
0.05496167,1
0.05496177,2
0.054962188,1
0.054962352,1
0.054962713,1
0.054962818,1
0.054963294,1
0.054963347,1
0.054964446,1
0.05496465,1
0.054964807,1
0.05496554,1
0.05496581,1
0.054965913,1
0.054965965,1
0.054966383,1
0.054967117,1
0.05496822,1
0.054968372,1
0.054968532,1
0.0549689,2
0.054969005,1
0.054969214,1
0.054969374,1
0.05496948,1
0.054969583,1
0.05496979,1
0.054970264,1
0.054970473,1
0.05497152,1
0.054971624,1
0.05497299,1
0.054973405,1
0.05497351,1
0.054973617,1
0.054973774,1
0.054973986,1
0.054974455,1
0.05497461,1
0.054975294,1
0.054977387,1
0.054977603,1
0.054977965,1
0.054978546,1
0.05497891,1
0.054979067,1
0.054979224,1
0.054979492,1
0.0549798,1
0.054980114,1
0.054980166,1
0.054980434,1
0.054980744,1
0.05498195,1
0.054982215,1
0.054982893,1
0.054982997,1
0.054983575,1
0.05498421,3
0.054984365,1
0.054984517,1
0.05498457,1
0.054984994,1
0.054985203,1
0.054985568,1
0.05498562,1
0.054985937,1
0.0549862,1
0.054986667,1
0.054987144,1
0.05498761,1
0.05498829,1
0.054988556,1
0.054989394,1
0.054989602,1
0.054989975,1
0.05499013,1
0.054991335,1
0.054991387,1
0.054991707,1
0.054993115,2
0.054993324,2
0.054993592,1
0.054993644,1
0.054994434,1
0.054994747,1
0.054996055,1
0.05499621,1
0.05499637,1
0.054996893,1
0.054997154,2
0.054997258,1
0.05499763,1
0.054997683,2
0.054997887,1
0.05499794,1
0.054998044,1
0.054998152,1
0.05499878,1
0.05499925,1
0.054999985,1
0.055000722,1
0.055001356,1
0.055001665,1
0.055001717,1
0.055001874,1
0.055002082,1
0.055002455,1
0.055003133,1
0.055003185,1
0.055003554,1
0.055003606,1
0.055003762,1
0.05500392,2
0.055004552,1
0.05500502,1
0.055005126,1
0.055005442,1
0.055006124,1
0.055006333,1
0.05500717,1
0.055008642,1
0.055009007,1
0.05500906,1
0.055009212,1
0.05500948,1
0.055009637,1
0.05500985,1
0.05501016,1
0.055010427,1
0.055010583,1
0.055010792,1
0.055011053,1
0.05501215,1
0.05501268,1
0.055012994,1
0.055013098,1
0.055013366,1
0.05501436,1
0.05501462,1
0.055014834,2
0.05501562,1
0.05501593,1
0.055016037,1
0.05501614,2
0.055016406,1
0.05501646,1
0.055016514,1
0.055017292,1
0.055017926,1
0.055019394,1
0.055019498,1
0.05501961,1
0.05501992,1
0.055020653,1
0.055021387,1
0.05502154,1
0.05502228,1
0.055023015,1
0.055023067,1
0.05502317,1
0.055023227,1
0.055023856,1
0.05502396,1
0.055024013,2
0.05502422,1
0.055024587,1
0.05502464,1
0.055025168,1
0.055025794,1
0.0550259,1
0.055026475,1
0.055027213,1
0.055027526,1
0.055027578,1
0.05502816,1
0.055028364,1
0.055028472,2
0.055028994,1
0.05502973,1
0.055030204,1
0.05503036,1
0.05503109,1
0.055031568,1
0.055031985,1
0.05503214,1
0.055032566,1
0.055033457,1
0.055033565,2
0.05503367,1
0.05503372,1
0.055033926,1
0.05503424,1
0.0550344,2
0.055035394,1
0.05503561,1
0.055035975,1
0.055036657,1
0.055037916,1
0.055038128,1
0.055038493,1
0.05503891,1
0.055038966,1
0.05503918,1
0.055039644,1
0.0550398,1
0.05504101,1
0.055041384,1
0.055041436,1
0.055041485,2
0.055041797,1
0.055042062,1
0.05504227,1
0.05504243,1
0.055042535,1
0.055043742,1
0.055044472,1
0.055044584,1
0.05504474,1
0.055045,1
0.05504647,1
0.055046782,1
0.055046894,1
0.05504731,1
0.055047415,1
0.05504757,1
0.05504805,1
0.05504836,2
0.055048466,2
0.055049147,1
0.055049725,1
0.055050034,1
0.05505041,1
0.05505088,1
0.05505109,1
0.055051245,1
0.055051774,1
0.05505219,2
0.05505245,2
0.05505261,1
0.05505319,1
0.055053767,1
0.055054605,1
0.055055026,1
0.055055343,1
0.055056445,1
0.05505655,1
0.0550566,1
0.05505702,1
0.055057123,1
0.055057704,1
0.05505781,1
0.055057965,1
0.055058017,1
0.05505865,1
0.055058703,1
0.055059172,1
0.055059437,1
0.055059806,1
0.055059962,1
0.055061013,1
0.055061065,1
0.055062376,1
0.055062532,1
0.05506269,1
0.05506274,1
0.0550629,1
0.05506311,1
0.05506469,1
0.05506474,1
0.055065524,1
0.05506595,1
0.055066314,1
0.055066627,2
0.055066783,1
0.05506684,1
0.055067156,1
0.055067573,1
0.05506825,1
0.055069197,1
0.05506941,1
0.05506994,1
0.055070564,1
0.055070832,1
0.055070985,1
0.05507104,1
0.055071354,1
0.055071615,1
0.05507209,1
0.05507267,1
0.05507272,1
0.055073243,1
0.055073295,1
0.055073924,1
0.055074032,1
0.055074926,1
0.05507503,1
0.055075396,1
0.055075504,1
0.05507561,1
0.055075977,1
0.055077706,1
0.055077918,1
0.055078283,1
0.055078335,1
0.05507897,1
0.055079337,1
0.0550807,1
0.055081856,1
0.055082224,2
0.055082377,1
0.0550828,1
0.055083014,1
0.055083223,1
0.055083323,1
0.055083428,1
0.055083804,1
0.055083856,1
0.055084065,1
0.05508427,1
0.055084325,1
0.055084743,1
0.055085063,1
0.055085428,1
0.055085693,1
